    det/mc	                expt	              stream	                tier	files	events	size	TB	size/event	MB
  detector	dc4-vd-coldbox-bottom	               noise	                 raw	0	0	 0.000	TB	 0.000	MB
  detector	dc4-vd-coldbox-bottom	                test	                 raw	49327	3056585	211.359	TB	69.149	MB
  detector	dc4-vd-coldbox-bottom	             cosmics	                 raw	0	0	 0.000	TB	 0.000	MB
  detector	dc4-vd-coldbox-bottom	         calibration	                 raw	0	0	 0.000	TB	 0.000	MB
  detector	dc4-vd-coldbox-bottom	             physics	                 raw	0	0	 0.000	TB	 0.000	MB
  detector	dc4-vd-coldbox-bottom	                out2	                 raw	0	0	 0.000	TB	 0.000	MB
  detector	dc4-vd-coldbox-bottom	            pedestal	                 raw	0	0	 0.000	TB	 0.000	MB
  detector	dc4-vd-coldbox-bottom	               study	                 raw	0	0	 0.000	TB	 0.000	MB
  detector	  dc4-vd-coldbox-top	                 ALL	                 raw	32516	0	102.972	TB	-1.000	MB
  detector	  dc4-vd-coldbox-top	                out1	                 raw	0	0	 0.000	TB	 0.000	MB
  detector	  dc4-vd-coldbox-top	               noise	                 raw	0	0	 0.000	TB	 0.000	MB
  detector	  dc4-vd-coldbox-top	                test	                 raw	32516	0	102.972	TB	-1.000	MB
  detector	  dc4-vd-coldbox-top	             cosmics	                 raw	0	0	 0.000	TB	 0.000	MB
  detector	  dc4-vd-coldbox-top	         calibration	                 raw	0	0	 0.000	TB	 0.000	MB
  detector	  dc4-vd-coldbox-top	             physics	                 raw	0	0	 0.000	TB	 0.000	MB
  detector	  dc4-vd-coldbox-top	                out2	                 raw	0	0	 0.000	TB	 0.000	MB
  detector	  dc4-vd-coldbox-top	            pedestal	                 raw	0	0	 0.000	TB	 0.000	MB
  detector	  dc4-vd-coldbox-top	               study	                 raw	0	0	 0.000	TB	 0.000	MB
  detector	                 ALL	                 ALL	   hit-reconstructed	102566	14158950	222.226	TB	15.695	MB
  detector	                 ALL	                out1	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	                 ALL	               noise	   hit-reconstructed	10474	1495686	14.913	TB	 9.971	MB
  detector	                 ALL	                test	   hit-reconstructed	12141	3387283	23.844	TB	 7.039	MB
  detector	                 ALL	             cosmics	   hit-reconstructed	27730	1988889	50.314	TB	25.298	MB
  detector	                 ALL	         calibration	   hit-reconstructed	2386	1490149	 4.043	TB	 2.713	MB
  detector	                 ALL	             physics	   hit-reconstructed	44283	2535322	126.759	TB	49.997	MB
  detector	                 ALL	                out2	   hit-reconstructed	2427	218373	 2.325	TB	10.647	MB
  detector	                 ALL	            pedestal	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	                 ALL	               study	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	             physics	                 ALL	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	                test	                 ALL	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	              fardet	                 ALL	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	             neardet	                 ALL	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	        protodune-sp	                 ALL	   hit-reconstructed	89902	13780851	213.630	TB	15.502	MB
  detector	        protodune-sp	                out1	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	        protodune-sp	               noise	   hit-reconstructed	10474	1495686	14.913	TB	 9.971	MB
  detector	        protodune-sp	                test	   hit-reconstructed	12141	3387283	23.844	TB	 7.039	MB
  detector	        protodune-sp	             cosmics	   hit-reconstructed	15066	1610790	41.718	TB	25.899	MB
  detector	        protodune-sp	         calibration	   hit-reconstructed	2386	1490149	 4.043	TB	 2.713	MB
  detector	        protodune-sp	             physics	   hit-reconstructed	44283	2535322	126.759	TB	49.997	MB
  detector	        protodune-sp	                out2	   hit-reconstructed	2427	218373	 2.325	TB	10.647	MB
  detector	        protodune-sp	            pedestal	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	        protodune-sp	               study	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	        protodune-dp	                 ALL	   hit-reconstructed	12664	378099	 8.596	TB	22.735	MB
  detector	        protodune-dp	                out1	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	        protodune-dp	               noise	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	        protodune-dp	                test	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	        protodune-dp	             cosmics	   hit-reconstructed	12664	378099	 8.596	TB	22.735	MB
  detector	        protodune-dp	         calibration	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	        protodune-dp	             physics	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	        protodune-dp	                out2	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	        protodune-dp	            pedestal	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	        protodune-dp	               study	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	                 311	                 ALL	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	        311_dp_light	                 ALL	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	             iceberg	                 ALL	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	           fardet-sp	                 ALL	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	   vd-coldbox-bottom	                 ALL	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	      vd-coldbox-top	                 ALL	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	          hd-coldbox	                 ALL	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	           fardet-hd	                 ALL	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	           fardet-vd	                 ALL	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	dc4-vd-coldbox-bottom	                 ALL	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	  dc4-vd-coldbox-top	                 ALL	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	                 ALL	                 ALL	  full-reconstructed	796525	72499269	3659.923	TB	50.482	MB
  detector	                 ALL	                out1	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	                 ALL	               noise	  full-reconstructed	1810	265003	15.724	TB	59.334	MB
  detector	                 ALL	                test	  full-reconstructed	31221	6091342	177.009	TB	29.059	MB
  detector	                 ALL	             cosmics	  full-reconstructed	512794	31724472	1450.894	TB	45.734	MB
  detector	                 ALL	         calibration	  full-reconstructed	3772	3628143	 5.954	TB	 1.641	MB
  detector	                 ALL	             physics	  full-reconstructed	241407	30183324	2003.067	TB	66.363	MB
  detector	                 ALL	                out2	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	                 ALL	            pedestal	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	                 ALL	               study	  full-reconstructed	5460	598960	 7.213	TB	12.042	MB
  detector	             physics	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	                test	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	              fardet	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	             neardet	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	        protodune-sp	                 ALL	  full-reconstructed	767907	69708603	3624.102	TB	51.989	MB
  detector	        protodune-sp	                out1	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	        protodune-sp	               noise	  full-reconstructed	1810	265003	15.724	TB	59.334	MB
  detector	        protodune-sp	                test	  full-reconstructed	12458	4031133	150.562	TB	37.350	MB
  detector	        protodune-sp	             cosmics	  full-reconstructed	508399	31592975	1448.733	TB	45.856	MB
  detector	        protodune-sp	         calibration	  full-reconstructed	3772	3628143	 5.954	TB	 1.641	MB
  detector	        protodune-sp	             physics	  full-reconstructed	241407	30183324	2003.067	TB	66.363	MB
  detector	        protodune-sp	                out2	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	        protodune-sp	            pedestal	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	        protodune-sp	               study	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	        protodune-dp	                 ALL	  full-reconstructed	4395	131497	 2.161	TB	16.436	MB
  detector	        protodune-dp	                out1	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	        protodune-dp	               noise	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	        protodune-dp	                test	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	        protodune-dp	             cosmics	  full-reconstructed	4395	131497	 2.161	TB	16.436	MB
  detector	        protodune-dp	         calibration	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	        protodune-dp	             physics	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	        protodune-dp	                out2	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	        protodune-dp	            pedestal	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	        protodune-dp	               study	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	                 311	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	        311_dp_light	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	             iceberg	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	           fardet-sp	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	   vd-coldbox-bottom	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	      vd-coldbox-top	                 ALL	  full-reconstructed	24223	2659169	33.660	TB	12.658	MB
  detector	      vd-coldbox-top	                out1	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	      vd-coldbox-top	               noise	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	      vd-coldbox-top	                test	  full-reconstructed	18763	2060209	26.447	TB	12.837	MB
  detector	      vd-coldbox-top	             cosmics	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	      vd-coldbox-top	         calibration	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	      vd-coldbox-top	             physics	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	      vd-coldbox-top	                out2	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	      vd-coldbox-top	            pedestal	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	      vd-coldbox-top	               study	  full-reconstructed	5460	598960	 7.213	TB	12.042	MB
  detector	          hd-coldbox	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	           fardet-hd	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	           fardet-vd	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	dc4-vd-coldbox-bottom	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	  dc4-vd-coldbox-top	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
  detector	                 ALL	                 ALL	  detector-simulated	0	0	 0.000	TB	 0.000	MB
  detector	                 ALL	                 ALL	              sliced	0	0	 0.000	TB	 0.000	MB
  detector	                 ALL	                 ALL	          root-tuple	271810	43677015	 6.936	TB	 0.159	MB
  detector	                 ALL	                out1	          root-tuple	0	0	 0.000	TB	 0.000	MB
  detector	                 ALL	               noise	          root-tuple	0	0	 0.000	TB	 0.000	MB
  detector	                 ALL	                test	          root-tuple	0	0	 0.000	TB	 0.000	MB
  detector	                 ALL	             cosmics	          root-tuple	139856	6960413	 0.830	TB	 0.119	MB
  detector	                 ALL	         calibration	          root-tuple	0	0	 0.000	TB	 0.000	MB
  detector	                 ALL	             physics	          root-tuple	131954	36716602	 6.106	TB	 0.166	MB
  detector	                 ALL	                out2	          root-tuple	0	0	 0.000	TB	 0.000	MB
  detector	                 ALL	            pedestal	          root-tuple	0	0	 0.000	TB	 0.000	MB
